Scer1	Scer2	Cgla1	Cgla2	Klac	Calb	n.NAs
YAL030W	YOR327C	CAGL0G06358g	CAGL0E05258g	KLLA0A03883g	NA	1
YBR186W	NA	Cgla_YGOB_M06435	NA	KLLA0E23783g	NA	3
YML038C	NA	CAGL0E04290g	NA	KLLA0F10131g	orf19.6480	2
YML037C	NA	CAGL0E04268g	NA	KLLA0C14905g	NA	3
YML036W	NA	CAGL0E04246g	NA	KLLA0C14894g	orf19.927	2
YML035C	NA	CAGL0G07425g	NA	KLLA0D06171g	orf19.891	2
YML032C	NA	CAGL0G07381g	NA	KLLA0B01782g	orf19.4208	2
YML031W	NA	CAGL0G07359g	NA	KLLA0B01760g	orf19.4203	2
YML030W	NA	CAGL0G07315g	NA	KLLA0B01672g	orf19.1114	2
YML029W	NA	CAGL0G07293g	NA	KLLA0B01650g	NA	3
YML025C	NA	CAGL0G07205g	NA	KLLA0B01540g	orf19.7019	2
YML023C	NA	CAGL0G07128g	NA	KLLA0B01331g	NA	3
YBR187W	NA	CAGL0M06457g	NA	KLLA0E23761g	orf19.4496	2
YML021C	NA	CAGL0G07084g	NA	KLLA0B01265g	orf19.7425	2
YML020W	NA	CAGL0G07062g	CAGL0J10538g	KLLA0B01243g	orf19.7403	1
YML019W	NA	CAGL0G07040g	NA	KLLA0B01199g	orf19.7426	2
YML017W	NA	NA	CAGL0J10582g	KLLA0B01155g	orf19.1630	2
YML015C	NA	CAGL0H04829g	NA	KLLA0B01067g	orf19.6923	2
YML014W	NA	CAGL0H04807g	NA	KLLA0B01023g	orf19.6378	2
YML013W	NA	CAGL0H04785g	NA	KLLA0B01001g	orf19.3135	2
YML012W	NA	CAGL0H04741g	NA	KLLA0B00935g	orf19.7409	2
YML011C	NA	CAGL0H04719g	NA	KLLA0B00913g	orf19.7405	2
YML010W	NA	CAGL0H04697g	NA	KLLA0B00891g	orf19.1453	2
YBR188C	NA	CAGL0M06479g	NA	KLLA0E23739g	NA	3
YML009C	NA	CAGL0H04691g	NA	KLLA0B00869g	orf19.7409.1	2
YML008C	NA	CAGL0H04653g	NA	KLLA0A01738g	orf19.1631	2
YML007W	YDR423C	CAGL0F03069g	CAGL0H04631g	KLLA0A01760g	orf19.1623	0
YML006C	NA	CAGL0K07271g	NA	KLLA0A01782g	NA	3
YML005W	NA	CAGL0M06809g	NA	NA	orf19.7369	3
YML004C	NA	CAGL0L07656g	NA	KLLA0F06226g	orf19.6058	2
YML002W	NA	CAGL0L07634g	NA	KLLA0D01133g	orf19.5821	2
YML001W	NA	CAGL0E02607g	NA	KLLA0D01265g	orf19.2245	2
YBR189W	YPL081W	CAGL0H05511g	CAGL0M06501g	KLLA0E23673g	orf19.838.1	0
YMR001C	NA	CAGL0J11638g	NA	KLLA0C06138g	orf19.6010	2
YMR002W	NA	CAGL0J11682g	NA	KLLA0C06094g	orf19.93	2
YMR003W	NA	NA	NA	KLLA0C06072g	NA	4
YMR004W	NA	CAGL0J11704g	NA	KLLA0C06006g	orf19.7038	2
YMR005W	NA	CAGL0J11726g	NA	KLLA0C05962g	orf19.1885	2
YMR006C	NA	CAGL0J11748g	NA	NA	NA	4
YMR008C	YOL011W	CAGL0E02321g	CAGL0J11770g	KLLA0C05940g	orf19.6594	0
YMR009W	NA	CAGL0K08800g	NA	KLLA0D14487g	orf19.2306	2
YMR010W	NA	CAGL0K08822g	NA	KLLA0D14509g	orf19.1070	2
YMR011W	NA	NA	NA	NA	NA	5
YBR191W	YPL079W	CAGL0M06523g	NA	KLLA0E23651g	orf19.840	1
YMR012W	NA	CAGL0M07722g	NA	KLLA0F25322g	orf19.51	2
YMR013C	NA	CAGL0M07700g	NA	KLLA0D11198g	orf19.261	2
YMR014W	NA	CAGL0M07678g	NA	KLLA0D11220g	orf19.3287	2
YMR015C	NA	CAGL0M07656g	NA	KLLA0D11242g	orf19.5178	2
YMR019W	NA	NA	NA	NA	orf19.4288	4
YMR020W	NA	CAGL0M07612g	NA	KLLA0E07789g	orf19.4589	2
YMR021C	NA	CAGL0M07590g	NA	KLLA0E07767g	orf19.7068	2
YMR022W	NA	CAGL0M07568g	NA	KLLA0E07745g	orf19.7329	2
YMR023C	NA	CAGL0M07546g	NA	KLLA0E07657g	orf19.2042	2
YMR024W	NA	CAGL0M07513g	NA	KLLA0E07635g	orf19.5064	2
YMR025W	NA	CAGL0M07491g	NA	KLLA0E07613g	NA	3
YMR026C	NA	CAGL0M07469g	NA	KLLA0E07591g	orf19.2009	2
YMR027W	NA	CAGL0M07447g	NA	KLLA0C12859g	orf19.4624	2
YMR028W	NA	CAGL0M07425g	NA	KLLA0C12793g	orf19.4626	2
YMR029C	NA	CAGL0L12848g	NA	KLLA0C12749g	orf19.7321	2
YMR030W	NA	NA	NA	NA	NA	5
YMR032W	NA	CAGL0F05885g	NA	KLLA0C12551g	orf19.5664	2
YMR033W	NA	CAGL0F05907g	NA	KLLA0C12507g	orf19.2507	2
YBR192W	NA	CAGL0M05225g	NA	KLLA0E23629g	orf19.4499	2
YMR034C	NA	CAGL0F05929g	NA	KLLA0F27049g	orf19.5663	2
YMR035W	NA	CAGL0F05951g	NA	KLLA0F27027g	orf19.1981	2
YMR036C	NA	CAGL0F05973g	NA	KLLA0F27005g	orf19.3071	2
YMR038C	NA	CAGL0F06017g	NA	KLLA0F26917g	orf19.4449	2
YMR039C	NA	CAGL0F06039g	NA	KLLA0F26873g	orf19.5666	2
YMR041C	NA	CAGL0F06061g	NA	KLLA0F26851g	orf19.5665	2
YMR042W	NA	CAGL0F06259g	NA	NA	NA	4
YMR044W	NA	CAGL0F06215g	NA	KLLA0F26763g	orf19.7023	2
YMR048W	NA	CAGL0F06149g	NA	KLLA0F26675g	orf19.4105	2
YMR049C	NA	CAGL0L04950g	NA	KLLA0F26653g	orf19.1047	2
YBR193C	NA	CAGL0M05247g	NA	KLLA0E23607g	orf19.4497	2
YMR052W	NA	CAGL0L04994g	NA	KLLA0F26521g	NA	3
YMR054W	NA	CAGL0F06347g	NA	KLLA0F26477g	NA	3
YMR055C	NA	CAGL0F06391g	NA	KLLA0F26422g	orf19.5827	2
YMR056C	NA	NA	NA	NA	NA	5
YMR058W	NA	CAGL0F06413g	NA	KLLA0F26400g	orf19.4215	2
YMR059W	NA	CAGL0F06435g	NA	KLLA0F26334g	orf19.4464	2
YMR060C	NA	CAGL0F06457g	NA	KLLA0F26312g	orf19.1532	2
YMR061W	NA	CAGL0F06479g	NA	KLLA0F26290g	orf19.1531	2
YMR062C	NA	CAGL0F06501g	NA	KLLA0F26268g	orf19.6500	2
YMR063W	NA	CAGL0F06545g	NA	KLLA0C05060g	orf19.101	2
YBR194W	NA	CAGL0M05269g	NA	KLLA0E23585g	NA	3
YMR064W	NA	CAGL0F06567g	NA	KLLA0F26202g	orf19.102	2
YMR065W	NA	CAGL0F06589g	NA	KLLA0F26180g	orf19.103	2
YMR066W	NA	CAGL0F06611g	NA	KLLA0F26048g	NA	3
YMR067C	NA	CAGL0F06633g	NA	KLLA0F26026g	orf19.1359	2
YMR068W	NA	CAGL0F06655g	NA	KLLA0F26004g	orf19.215	2
YMR069W	NA	CAGL0K02981g	NA	KLLA0E18569g	orf19.4664	2
YMR070W	NA	CAGL0K03003g	NA	KLLA0E18547g	orf19.4670	2
YMR071C	NA	CAGL0K03025g	NA	KLLA0E18525g	orf19.4845	2
YMR073C	NA	CAGL0K03069g	NA	KLLA0E18459g	orf19.4522	2
YBR195C	NA	CAGL0M05291g	NA	KLLA0E23541g	orf19.3581	2
YMR074C	NA	CAGL0K03091g	NA	KLLA0F25850g	orf19.713	2
YMR075W	NA	CAGL0J01529g	NA	KLLA0F25828g	orf19.6506	2
YMR076C	NA	CAGL0J01507g	NA	KLLA0F25806g	orf19.2216	2
YMR077C	NA	CAGL0D04246g	NA	KLLA0F09295g	orf19.897	2
YMR078C	NA	CAGL0D04268g	NA	KLLA0B13739g	orf19.3239	2
YMR080C	NA	CAGL0D04312g	NA	KLLA0B06435g	orf19.939	2
YMR083W	NA	CAGL0J01441g	NA	KLLA0F13530g	NA	3
YMR087W	NA	CAGL0J01397g	NA	KLLA0F13662g	orf19.1050	2
YAL029C	YOR326W	CAGL0F00671g	CAGL0G06336g	KLLA0A03905g	NA	1
YBR196C	NA	CAGL0H05445g	NA	KLLA0E23519g	orf19.3888	2
YMR088C	NA	CAGL0J01375g	NA	KLLA0F13684g	orf19.1308	2
YMR091C	NA	CAGL0J01309g	NA	KLLA0F13728g	orf19.2055	2
YMR092C	NA	CAGL0J01287g	NA	KLLA0F13750g	orf19.4395	2
YMR093W	NA	CAGL0J01265g	NA	KLLA0F13772g	orf19.3609	2
YMR094W	NA	CAGL0J01243g	NA	KLLA0F13816g	NA	3
YMR095C	NA	NA	NA	NA	orf19.2948	4
YMR097C	NA	CAGL0J01221g	NA	KLLA0F02904g	orf19.2384	2
YMR098C	NA	CAGL0J01199g	NA	KLLA0F02948g	orf19.2387	2
YBR197C	YPL077C	CAGL0H05423g	CAGL0M05313g	KLLA0E23497g	NA	1
YMR099C	NA	CAGL0K03289g	NA	KLLA0C14300g	orf19.1946	2
YMR100W	NA	CAGL0K03333g	NA	KLLA0B12892g	orf19.7412	2
YMR101C	NA	CAGL0K03355g	NA	KLLA0B12848g	orf19.5236	2
YMR106C	NA	CAGL0K03443g	NA	KLLA0B12672g	orf19.2383	2
YMR107W	NA	CAGL0K03459g	NA	KLLA0B12650g	NA	3
YMR108W	NA	CAGL0K03465g	NA	KLLA0B12584g	orf19.1613	2
YMR110C	NA	CAGL0K03509g	NA	KLLA0B12540g	orf19.6066	2
YMR111C	NA	NA	NA	KLLA0B12496g	NA	4
YMR112C	NA	CAGL0K03531g	NA	Klac_YGOB_Anc_2.436b	orf19.6909	2
YMR114C	NA	CAGL0K03575g	NA	KLLA0B12441g	orf19.3021	2
YBR198C	NA	CAGL0M05335g	NA	KLLA0E23453g	orf19.536	2
YMR116C	NA	CAGL0D02090g	NA	KLLA0E12277g	orf19.6906	2
YMR117C	NA	CAGL0K03619g	NA	KLLA0E12189g	orf19.1484	2
YMR119W	YNL008C	CAGL0A03344g	CAGL0K03641g	KLLA0F17677g	NA	1
YMR122W-A	NA	CAGL0K03663g	NA	KLLA0F17589g	NA	3
YMR123W	NA	CAGL0K03685g	NA	KLLA0F17567g	orf19.2378	2
YMR125W	NA	CAGL0K03729g	NA	KLLA0F17523g	orf19.387	2
YMR126C	NA	CAGL0K03751g	NA	KLLA0F17501g	orf19.4465	2
YMR127C	NA	CAGL0K03773g	NA	KLLA0F17457g	orf19.2087	2
YMR128W	NA	CAGL0K03795g	NA	KLLA0F17435g	orf19.2090	2
YMR129W	NA	CAGL0K03817g	NA	KLLA0F17369g	orf19.2081	2
YOR099W	NA	CAGL0B04565g	NA	KLLA0C13453g	orf19.1665	2
YMR130W	NA	CAGL0K03839g	NA	KLLA0F17325g	orf19.2076	2
YMR131C	NA	CAGL0K03861g	NA	KLLA0F17237g	orf19.6355	2
YMR132C	NA	CAGL0K03883g	NA	KLLA0F17215g	orf19.1083	2
YMR133W	NA	CAGL0K03905g	NA	KLLA0F17198g	NA	3
YMR134W	NA	CAGL0K03927g	NA	KLLA0F17160g	orf19.3804	2
YMR135C	NA	CAGL0K03949g	NA	KLLA0F17138g	orf19.3806	2
YMR136W	NA	CAGL0I00902g	CAGL0L06776g	KLLA0F17116g	orf19.1577	1
YMR137C	NA	CAGL0I00880g	NA	KLLA0F17094g	orf19.2926	2
YMR138W	NA	CAGL0I00858g	NA	KLLA0F17072g	orf19.2925	2
YMR140W	NA	CAGL0I00836g	CAGL0L06864g	KLLA0E22045g	orf19.2458	1
YBR200W	NA	CAGL0M05357g	NA	KLLA0E23365g	orf19.4645	2
YMR144W	NA	CAGL0I00770g	NA	KLLA0E21957g	NA	3
YMR146C	NA	CAGL0L06952g	NA	KLLA0F07403g	orf19.2967	2
YMR147W	NA	NA	NA	NA	NA	5
YMR148W	NA	CAGL0I00726g	NA	KLLA0F07337g	NA	3
YMR149W	NA	CAGL0I00704g	NA	KLLA0F07315g	orf19.3060	2
YMR150C	NA	CAGL0I00682g	NA	KLLA0F07293g	orf19.3061	2
YMR152W	NA	CAGL0M09713g	NA	NA	orf19.847	3
YMR154C	NA	CAGL0M09669g	NA	KLLA0F07183g	orf19.3995	2
YMR155W	NA	CAGL0M09647g	NA	KLLA0E01321g	orf19.1424	2
YMR156C	NA	CAGL0M09636g	NA	KLLA0E01387g	orf19.1547	2
YBR201W	NA	CAGL0M05379g	NA	KLLA0E23277g	NA	3
YMR157C	NA	CAGL0M09614g	NA	KLLA0E01431g	orf19.1546	2
YMR158W	NA	CAGL0M09603g	NA	KLLA0E01453g	orf19.1545	2
YMR159C	NA	CAGL0M09471g	NA	KLLA0E01541g	orf19.3998	2
YMR160W	NA	CAGL0M09493g	NA	KLLA0E01563g	orf19.3999	2
YMR161W	NA	CAGL0H04499g	NA	KLLA0E01629g	orf19.7175	2
YMR162C	NA	CAGL0H04477g	NA	KLLA0E01651g	orf19.2680	2
YMR163C	NA	CAGL0H04455g	NA	KLLA0E01695g	NA	3
YMR164C	NA	CAGL0F07667g	NA	KLLA0E01717g	orf19.6309	2
YMR165C	NA	CAGL0F07689g	NA	KLLA0D09867g	orf19.1462	2
YBR202W	NA	CAGL0M05423g	NA	KLLA0E23189g	orf19.202	2
YMR166C	NA	CAGL0F07711g	NA	KLLA0D09889g	orf19.4159	2
YMR167W	NA	CAGL0F07733g	NA	KLLA0D09955g	orf19.4162	2
YMR168C	NA	CAGL0F07755g	NA	KLLA0D09977g	NA	3
YMR170C	NA	NA	NA	KLLA0D10021g	NA	4
YMR171C	NA	CAGL0F07799g	NA	KLLA0D10065g	orf19.2703	2
YMR172W	NA	CAGL0H08866g	NA	KLLA0D11264g	orf19.3328	2
YMR173W	NA	CAGL0H08844g	NA	KLLA0E13069g	orf19.4082	2
YMR174C	NA	NA	NA	NA	NA	5
YBR203W	NA	CAGL0M05445g	NA	KLLA0E23079g	orf19.4883	2
YMR175W	YPL223C	CAGL0E05984g	NA	KLLA0C16225g	NA	2
YMR176W	NA	NA	NA	KLLA0C16203g	orf19.2476	3
YMR177W	YPL224C	CAGL0E06006g	CAGL0H08822g	KLLA0C16181g	orf19.52	0
YMR178W	NA	CAGL0D03696g	NA	KLLA0C16137g	orf19.5757	2
YMR179W	NA	CAGL0D03652g	NA	KLLA0C16093g	orf19.4301	2
YMR180C	YPL228W	CAGL0E06050g	CAGL0D03630g	KLLA0C16049g	NA	1
YMR181C	YPL229W	CAGL0E06072g	NA	KLLA0C16027g	NA	2
YMR182C	YPL230W	CAGL0E06116g	CAGL0L00583g	KLLA0C16005g	NA	1
YMR183C	YPL232W	CAGL0E06160g	CAGL0L00561g	KLLA0C15961g	orf19.1376	0
YMR184W	NA	CAGL0L00539g	NA	KLLA0D08954g	NA	3
YBR204C	NA	CAGL0M05467g	NA	KLLA0E23035g	orf19.782	2
YMR185W	NA	CAGL0L00517g	NA	KLLA0D08888g	orf19.7159	2
YMR186W	YPL240C	CAGL0L00495g	NA	KLLA0D12958g	orf19.6515	1
YMR187C	NA	CAGL0L00473g	NA	KLLA0D12892g	NA	3
YMR188C	NA	CAGL0L00451g	NA	KLLA0D12782g	orf19.4176	2
YMR189W	NA	CAGL0L00429g	NA	KLLA0D12738g	orf19.385	2
YMR190C	NA	CAGL0L00407g	CAGL0H00759g	KLLA0D12694g	orf19.5335	1
YMR191W	NA	NA	NA	NA	orf19.5339	4
YMR192W	YPL249C	CAGL0H00737g	CAGL0K10934g	KLLA0D12584g	NA	1
YMR193W	NA	CAGL0K10912g	NA	KLLA0D12562g	orf19.828	2
YMR194W	YPL249C-A	CAGL0K10906g	NA	KLLA0D12540g	orf19.827.1	1
YBR205W	NA	CAGL0M05489g	NA	KLLA0E22991g	NA	3
YMR196W	NA	CAGL0H00682g	CAGL0L10582g	KLLA0B10263g	orf19.338	1
YMR197C	NA	CAGL0L10604g	NA	KLLA0B10285g	orf19.337	2
YMR198W	YPL253C	CAGL0H00638g	CAGL0L10626g	KLLA0B10329g	NA	1
YMR199W	YPL256C	CAGL0I05852g	CAGL0L10648g	KLLA0F06490g	NA	1
YMR200W	NA	CAGL0L10670g	NA	KLLA0F06468g	orf19.6029	2
YMR201C	NA	CAGL0L10692g	NA	KLLA0F06424g	orf19.6517	2
YMR202W	NA	CAGL0L10714g	NA	KLLA0F06336g	orf19.6026	2
YMR203W	NA	CAGL0I05720g	NA	KLLA0F06292g	orf19.6524	2
YMR204C	NA	CAGL0L10736g	NA	KLLA0F06270g	orf19.6525	2
YAL028W	YOR324C	CAGL0G06314g	NA	KLLA0A03938g	NA	2
YBR207W	NA	CAGL0M05511g	NA	KLLA0F28039g	orf19.4802	2
YMR206W	YNR014W	CAGL0I05610g	NA	KLLA0F06138g	NA	2
YMR207C	YNR016C	CAGL0L10780g	NA	KLLA0F06072g	NA	2
YMR208W	NA	CAGL0F03861g	NA	KLLA0C07469g	orf19.4809	2
YMR209C	NA	CAGL0F03839g	NA	KLLA0C07403g	orf19.4816	2
YMR210W	NA	CAGL0F03817g	NA	KLLA0D06039g	orf19.1890	2
YMR211W	NA	CAGL0F03795g	NA	KLLA0C07381g	orf19.7449	2
YMR212C	NA	CAGL0F03773g	NA	KLLA0C07326g	orf19.4798	2
YMR213W	NA	CAGL0F03751g	NA	KLLA0C07304g	orf19.4799	2
YMR214W	NA	CAGL0F03729g	NA	KLLA0C07260g	orf19.3438	2
YOL132W	NA	CAGL0E01595g	NA	KLLA0E07349g	orf19.377	2
YBR208C	NA	CAGL0M05533g	NA	KLLA0E08119g	orf19.780	2
YMR216C	NA	CAGL0F03905g	NA	KLLA0C07216g	orf19.2436	2
YMR217W	NA	CAGL0F03927g	NA	KLLA0C07172g	orf19.4813	2
YMR218C	NA	CAGL0F03949g	NA	KLLA0C07128g	orf19.1265	2
YMR219W	NA	CAGL0F03971g	NA	KLLA0C07106g	orf19.2850	2
YMR220W	NA	CAGL0F03993g	NA	KLLA0C07084g	orf19.4606	2
YMR221C	NA	CAGL0F04015g	NA	KLLA0C07040g	orf19.6316	2
YOR280C	NA	CAGL0L11044g	NA	KLLA0C07018g	orf19.3921	2
YMR223W	NA	CAGL0M11198g	NA	KLLA0C06974g	orf19.1767	2
YMR224C	NA	CAGL0M11220g	NA	KLLA0C06930g	orf19.6915	2
YMR225C	NA	CAGL0M11236g	NA	KLLA0C06809g	orf19.639.1	2
YBR210W	YGL054C	CAGL0I00440g	NA	KLLA0C05478g	NA	2
YMR226C	NA	CAGL0M11242g	NA	KLLA0B08371g	orf19.4633	2
YMR227C	NA	CAGL0M11264g	NA	KLLA0B08305g	orf19.1574	2
YMR228W	NA	CAGL0M11286g	NA	KLLA0B08283g	orf19.1528	2
YMR229C	NA	CAGL0M04829g	NA	KLLA0B08239g	orf19.1578	2
YMR230W	YOR293W	CAGL0M04873g	NA	KLLA0B08173g	NA	2
YMR231W	NA	CAGL0M04895g	NA	KLLA0B13090g	orf19.4403	2
YMR232W	NA	CAGL0M04917g	NA	KLLA0B13068g	orf19.3801	2
YMR233W	YOR295W	CAGL0M04939g	CAGL0G07557g	KLLA0B13024g	orf19.6013	0
YMR234W	NA	CAGL0J04246g	NA	KLLA0B12958g	orf19.5614	2
YMR235C	NA	CAGL0M04961g	NA	KLLA0F25036g	orf19.1649	2
YBR211C	NA	CAGL0K06633g	NA	KLLA0C05500g	NA	3
YMR236W	NA	CAGL0M05005g	NA	KLLA0F25003g	orf19.1111	2
YMR237W	YOR299W	CAGL0M05027g	NA	KLLA0F24981g	orf19.1112	1
YMR238W	NA	CAGL0M05049g	NA	KLLA0F24926g	orf19.2075	2
YMR239C	NA	CAGL0M05159g	CAGL0I09636g	KLLA0F24816g	orf19.3796	1
YMR240C	NA	CAGL0M05181g	NA	KLLA0F08481g	orf19.7581	2
YMR241W	NA	CAGL0K07436g	NA	KLLA0F08547g	orf19.4197	2
YMR242C	YOR312C	Cgla_YGOB_K07414	NA	Klac_YGOB_F08657	NA	2
YMR243C	YOR316C	CAGL0K07392g	NA	KLLA0F08723g	orf19.1536	1
YMR244W	NA	Cgla_YGOB_Anc_8.793	NA	KLLA0F08745g	orf19.5896	2
YMR244C-A	NA	CAGL0K07315g	NA	KLLA0F08767g	orf19.7603	2
YBR212W	NA	CAGL0K06655g	NA	KLLA0C05522g	orf19.6790	2
YMR246W	YOR317W	CAGL0I09878g	CAGL0K07293g	KLLA0B12936g	orf19.7592	0
YMR247C	NA	CAGL0H02651g	NA	KLLA0C14344g	orf19.1217	2
YMR250W	NA	CAGL0H02585g	NA	KLLA0C14432g	orf19.1153	2
YMR251W	NA	NA	NA	NA	NA	5
YMR251W-A	YOL052C-A	CAGL0H02563g	NA	Klac_YGOB_KLTH0E14102g	NA	2
YMR252C	NA	CAGL0H02541g	NA	KLLA0B08778g	NA	3
YMR253C	NA	CAGL0H02519g	NA	NA	NA	4
YMR255W	NA	CAGL0H02497g	NA	KLLA0B08756g	NA	3
YMR256C	NA	CAGL0H02491g	NA	KLLA0B08712g	orf19.227	2
YMR257C	NA	CAGL0H02475g	NA	KLLA0B08657g	orf19.230	2
YBR213W	NA	CAGL0K06677g	NA	KLLA0C05544g	orf19.6780	2
YMR258C	NA	CAGL0H02453g	NA	KLLA0B08635g	orf19.7149	2
YMR259C	NA	CAGL0H02431g	NA	KLLA0B08591g	orf19.5365	2
YMR260C	NA	CAGL0H02409g	NA	KLLA0E11287g	orf19.5351	2
YMR262W	NA	CAGL0H02365g	NA	KLLA0E11243g	orf19.6744	2
YMR263W	NA	CAGL0H02343g	NA	KLLA0E11221g	orf19.6667	2
YMR264W	YML101C	CAGL0H02321g	CAGL0J06490g	KLLA0E11199g	orf19.6668	0
YMR265C	NA	CAGL0H02299g	NA	KLLA0E11155g	NA	3
YMR266W	NA	CAGL0H02255g	NA	KLLA0E11111g	orf19.4805	2
YMR267W	NA	CAGL0H02233g	NA	KLLA0E11089g	orf19.4807	2
YMR268C	NA	CAGL0H02211g	NA	KLLA0E11045g	orf19.2563	2
YBR214W	YGL056C	CAGL0K06699g	NA	KLLA0C05588g	orf19.5118	1
YMR269W	NA	CAGL0H02189g	NA	KLLA0D01980g	orf19.2564	2
YMR270C	NA	CAGL0F03333g	NA	KLLA0D01947g	NA	3
YMR272C	NA	CAGL0F03399g	NA	KLLA0D01639g	orf19.3822	2
YMR274C	NA	CAGL0F03443g	NA	KLLA0D01705g	orf19.3825	2
YMR276W	NA	CAGL0M02937g	NA	KLLA0D01859g	orf19.5345	2
YMR277W	NA	CAGL0M02959g	NA	KLLA0D01595g	orf19.6742	2
YMR278W	NA	CAGL0M02981g	NA	KLLA0D01573g	orf19.6739	2
YMR280C	NA	CAGL0M03025g	NA	KLLA0D01452g	orf19.5097	2
YMR281W	NA	CAGL0M03047g	NA	KLLA0D01430g	orf19.4903	2
YMR282C	NA	CAGL0M03069g	NA	KLLA0D01408g	NA	3
YBR215W	NA	CAGL0K06721g	NA	KLLA0C05676g	orf19.5035	2
YMR283C	NA	NA	NA	KLLA0D01386g	orf19.6727	3
YMR284W	NA	CAGL0I02662g	NA	KLLA0C06226g	orf19.1135	2
YMR286W	NA	CAGL0I02706g	NA	KLLA0C06270g	orf19.2511.1	2
YMR287C	NA	CAGL0M07051g	NA	KLLA0C06314g	orf19.3624	2
YMR288W	NA	CAGL0M13475g	NA	KLLA0A09537g	orf19.2675	2
YMR289W	NA	CAGL0M13497g	NA	KLLA0A09603g	orf19.5837	2
YMR290C	NA	CAGL0M13519g	NA	KLLA0A09669g	orf19.3962	2
YMR291W	NA	CAGL0M13541g	NA	KLLA0A09713g	orf19.5911	2
YMR292W	NA	CAGL0M13563g	NA	KLLA0A09801g	orf19.3972	2
YMR293C	NA	CAGL0M13585g	NA	KLLA0A09845g	orf19.3956	2
YBR216C	YGL060W	CAGL0K06743g	CAGL0F06985g	KLLA0C05698g	orf19.5034	0
YMR294W	NA	CAGL0M13607g	NA	KLLA0A09867g	orf19.3976	2
YMR296C	NA	CAGL0G00440g	NA	KLLA0A09955g	orf19.6438	2
YMR297W	NA	CAGL0M13651g	NA	KLLA0A09977g	orf19.1339	2
YMR298W	NA	CAGL0M13673g	NA	KLLA0A09999g	NA	3
YMR299C	NA	CAGL0M13695g	NA	KLLA0A10087g	NA	3
YMR300C	NA	CAGL0M13717g	NA	KLLA0A10109g	orf19.1233	2
YMR301C	NA	CAGL0M13739g	NA	KLLA0A10131g	orf19.1077	2
YMR302C	NA	CAGL0M13761g	NA	KLLA0C13948g	orf19.4380.1	2
YMR304W	NA	CAGL0M13783g	NA	Klac_YGOB_Anc_5.18b	orf19.1777	2
YBR217W	NA	CAGL0K06765g	NA	KLLA0C05720g	orf19.5033	2
YMR306W	NA	CAGL0M13827g	NA	KLLA0C14069g	NA	3
YMR307W	NA	CAGL0G00286g	CAGL0M13849g	KLLA0C14113g	orf19.6081	1
YMR308C	NA	CAGL0M13871g	NA	KLLA0C14157g	orf19.5085	2
YMR309C	NA	CAGL0M13893g	NA	KLLA0F03014g	orf19.4635	2
YMR311C	NA	CAGL0M13937g	NA	KLLA0F03080g	orf19.2710	2
YMR312W	NA	CAGL0M13959g	NA	KLLA0A10197g	orf19.4701	2
YMR313C	NA	CAGL0M13981g	NA	KLLA0A10175g	orf19.4699	2
YMR314W	NA	CAGL0M14003g	NA	KLLA0A10153g	orf19.7178	2
YMR315W	NA	CAGL0M14025g	NA	KLLA0C18887g	orf19.5525	2
YAL064W-B	NA	NA	NA	NA	NA	5
YAL027W	NA	CAGL0G06292g	NA	KLLA0A03960g	NA	3
YBR218C	YGL062W	CAGL0F06941g	CAGL0K06787g	KLLA0C05764g	orf19.789	0
YMR317W	NA	NA	NA	NA	NA	5
YMR318C	NA	NA	CAGL0M14047g	NA	NA	4
YMR319C	NA	CAGL0F00187g	NA	KLLA0E14499g	NA	3
YMR321C	NA	NA	NA	NA	NA	5
YMR322C	NA	NA	NA	NA	NA	5
YMR323W	NA	NA	NA	NA	NA	5
YMR325W	NA	NA	NA	NA	NA	5
YNL339C	NA	NA	NA	NA	NA	5
YNL335W	NA	NA	NA	NA	orf19.1449	4
YBR220C	NA	CAGL0K06809g	NA	KLLA0F09581g	orf19.3782	2
YMR096W	NA	NA	NA	NA	orf19.2947	4
YNL332W	NA	NA	NA	NA	NA	5
YNL331C	NA	NA	NA	NA	NA	5
YNL330C	NA	CAGL0B01441g	NA	KLLA0E01981g	orf19.6801	2
YNL329C	NA	CAGL0D02574g	NA	KLLA0E02003g	orf19.3573	2
YNL328C	NA	CAGL0D02552g	NA	KLLA0E02025g	orf19.3574	2
YNL327W	NA	CAGL0D02530g	NA	KLLA0E02047g	NA	3
YNL326C	NA	CAGL0D02508g	NA	KLLA0E02069g	orf19.6802	2
YNL325C	NA	CAGL0D02464g	NA	KLLA0E02113g	orf19.5586	2
YBR221C	NA	CAGL0K06831g	NA	KLLA0F09603g	orf19.5294	2
YNL323W	NA	CAGL0D02442g	NA	KLLA0E02179g	orf19.3542	2
YNL322C	NA	CAGL0M04169g	NA	KLLA0E21055g	orf19.4377	2
YNL321W	NA	CAGL0M04147g	NA	KLLA0E21033g	orf19.7670	2
YNL320W	NA	CAGL0M04125g	NA	KLLA0E20989g	orf19.7627	2
YNL318C	NA	CAGL0M04103g	NA	KLLA0E20945g	NA	3
YNL317W	NA	CAGL0M04081g	NA	KLLA0E07085g	orf19.2307	2
YNL316C	NA	CAGL0M04059g	NA	KLLA0E07173g	orf19.234	2
YNL315C	NA	CAGL0M04037g	NA	KLLA0E07195g	orf19.6916	2
YNL314W	NA	CAGL0M04015g	NA	KLLA0E07217g	NA	3
